settlement,input_count,generated_count,diff,rel_diff,ratio
Nyírparasznya,11,14,3,0.2727272727272727,1.2727272727272727
Nyírpazony,318,393,75,0.2358490566037736,1.2358490566037736
Nyírtass,58,72,14,0.2413793103448276,1.2413793103448276
Nyírtelek,483,600,117,0.2422360248447205,1.2422360248447204
Nyírtura,103,127,24,0.23300970873786409,1.233009708737864
Nyírtét,43,53,10,0.23255813953488372,1.2325581395348837
Nyírvasvári,43,53,10,0.23255813953488372,1.2325581395348837
Nyírábrány,143,178,35,0.24475524475524477,1.2447552447552448
Nyõgér,6,7,1,0.16666666666666666,1.1666666666666667
Nyúl,32,40,8,0.25,1.25
Nábrád,33,41,8,0.24242424242424243,1.2424242424242424
Nádasd,16,20,4,0.25,1.25
Nádasdladány,57,71,14,0.24561403508771928,1.2456140350877194
Nádudvar,488,604,116,0.23770491803278687,1.2377049180327868
Nágocs,15,18,3,0.2,1.2
Nárai,9,11,2,0.2222222222222222,1.2222222222222223
Négyes,37,46,9,0.24324324324324326,1.2432432432432432
Németkér,85,104,19,0.2235294117647059,1.223529411764706
Nézsa,17,21,4,0.23529411764705882,1.2352941176470589
Nógrád,59,73,14,0.23728813559322035,1.2372881355932204
Nógrádmarcal,35,44,9,0.2571428571428571,1.2571428571428571
Nógrádmegyer,25,31,6,0.24,1.24
Nógrádsipek,21,25,4,0.19047619047619047,1.1904761904761905
Nógrádszakál,6,7,1,0.16666666666666666,1.1666666666666667
Nógrádsáp,40,50,10,0.25,1.25
Nóráp,18,22,4,0.2222222222222222,1.2222222222222223
Nõtincs,58,71,13,0.22413793103448276,1.2241379310344827
Okány,88,110,22,0.25,1.25
Olasz,5,6,1,0.2,1.2
Olaszfa,8,10,2,0.25,1.25
Olaszfalu,77,95,18,0.23376623376623376,1.2337662337662338
Olaszliszka,76,94,18,0.23684210526315788,1.236842105263158
Olcsva,15,19,4,0.26666666666666666,1.2666666666666666
Olcsvaapáti,9,11,2,0.2222222222222222,1.2222222222222223
Old,5,6,1,0.2,1.2
Onga,222,274,52,0.23423423423423423,1.2342342342342343
Orci,7,9,2,0.2857142857142857,1.2857142857142858
Ordacsehi,255,316,61,0.23921568627450981,1.2392156862745098
Ordas,9,11,2,0.2222222222222222,1.2222222222222223
Orfû,130,160,30,0.23076923076923078,1.2307692307692308
Orgovány,609,755,146,0.23973727422003285,1.2397372742200328
Ormosbánya,5,6,1,0.2,1.2
Orosháza,2080,2585,505,0.24278846153846154,1.2427884615384615
Oroszlány,1003,1248,245,0.24426719840478564,1.2442671984047857
Osli,11,14,3,0.2727272727272727,1.2727272727272727
Ostffyasszonyfa,14,17,3,0.21428571428571427,1.2142857142857142
Ostoros,203,250,47,0.2315270935960591,1.2315270935960592
Oszkó,15,19,4,0.26666666666666666,1.2666666666666666
Oszlár,6,7,1,0.16666666666666666,1.1666666666666667
Osztopán,13,16,3,0.23076923076923078,1.2307692307692308
Ozmánbük,7,9,2,0.2857142857142857,1.2857142857142858
Ozora,102,126,24,0.23529411764705882,1.2352941176470589
Pacsa,19,24,5,0.2631578947368421,1.263157894736842
Pakod,5,6,1,0.2,1.2
Paks,1466,1819,353,0.2407912687585266,1.2407912687585265
Palkonya,5,6,1,0.2,1.2
Palotabozsok,42,52,10,0.23809523809523808,1.2380952380952381
Palotás,60,74,14,0.23333333333333334,1.2333333333333334
Paloznak,51,62,11,0.21568627450980393,1.2156862745098038
Pamuk,5,6,1,0.2,1.2
Pankasz,6,7,1,0.16666666666666666,1.1666666666666667
Pannonhalma,5,6,1,0.2,1.2
Panyola,16,20,4,0.25,1.25
Pap,91,111,20,0.21978021978021978,1.2197802197802199
Papkeszi,63,78,15,0.23809523809523808,1.2380952380952381
Papos,34,42,8,0.23529411764705882,1.2352941176470589
Parasznya,23,28,5,0.21739130434782608,1.2173913043478262
Parád,63,78,15,0.23809523809523808,1.2380952380952381
Paszab,12,15,3,0.25,1.25
Patak,15,18,3,0.2,1.2
Patalom,7,9,2,0.2857142857142857,1.2857142857142858
Patapoklosi,5,6,1,0.2,1.2
Patvarc,26,32,6,0.23076923076923078,1.2307692307692308
Pellérd,188,229,41,0.21808510638297873,1.2180851063829787
Penc,49,60,11,0.22448979591836735,1.2244897959183674
Penyige,27,34,7,0.25925925925925924,1.2592592592592593
Penészlek,54,67,13,0.24074074074074073,1.2407407407407407
Perbál,113,138,25,0.22123893805309736,1.2212389380530972
Perenye,11,14,3,0.2727272727272727,1.2727272727272727
Peresznye,10,12,2,0.2,1.2
Pereszteg,11,14,3,0.2727272727272727,1.2727272727272727
Perkáta,176,218,42,0.23863636363636365,1.2386363636363635
Perõcsény,5,6,1,0.2,1.2
Pethõhenye,6,7,1,0.16666666666666666,1.1666666666666667
Petneháza,122,151,29,0.23770491803278687,1.2377049180327868
Petõfibánya,51,63,12,0.23529411764705882,1.2352941176470589
Petõfiszállás,130,161,31,0.23846153846153847,1.2384615384615385
Petõháza,5,6,1,0.2,1.2
Piliny,12,15,3,0.25,1.25
Pilis,693,858,165,0.23809523809523808,1.2380952380952381
Pilisborosjenõ,461,574,113,0.24511930585683298,1.245119305856833
Piliscsaba,794,986,192,0.24181360201511334,1.2418136020151134
Piliscsév,151,185,34,0.2251655629139073,1.2251655629139073
Pilisjászfalu,126,155,29,0.23015873015873015,1.2301587301587302
Pilismarót,110,134,24,0.21818181818181817,1.2181818181818183
Pilisszentiván,385,480,95,0.24675324675324675,1.2467532467532467
Pilisszentkereszt,178,221,43,0.24157303370786518,1.2415730337078652
Pilisszentlászló,134,165,31,0.23134328358208955,1.2313432835820894
Pilisszántó,248,307,59,0.23790322580645162,1.2379032258064515
Pilisvörösvár,1343,1670,327,0.24348473566641846,1.2434847356664185
Pincehely,86,106,20,0.23255813953488372,1.2325581395348837
Pinnye,7,9,2,0.2857142857142857,1.2857142857142858
Piricse,35,43,8,0.22857142857142856,1.2285714285714286
Pirtó,46,57,11,0.2391304347826087,1.2391304347826086
Pitvaros,48,59,11,0.22916666666666666,1.2291666666666667
Pocsaj,354,440,86,0.24293785310734464,1.2429378531073447
Pogány,144,177,33,0.22916666666666666,1.2291666666666667
Pogányszentpéter,7,9,2,0.2857142857142857,1.2857142857142858
Polgár,354,439,85,0.2401129943502825,1.2401129943502824
Polgárdi,337,417,80,0.23738872403560832,1.2373887240356083
Polány,5,6,1,0.2,1.2
Pomáz,1876,2329,453,0.24147121535181237,1.2414712153518124
Porcsalma,82,102,20,0.24390243902439024,1.2439024390243902
Pornóapáti,5,6,1,0.2,1.2
Poroszló,147,183,36,0.24489795918367346,1.2448979591836735
Porrog,10,12,2,0.2,1.2
Porrogszentpál,5,6,1,0.2,1.2
Porva,13,16,3,0.23076923076923078,1.2307692307692308
Potony,5,6,1,0.2,1.2
Prügy,39,47,8,0.20512820512820512,1.205128205128205
Pusztacsó,6,7,1,0.16666666666666666,1.1666666666666667
Pusztadobos,33,41,8,0.24242424242424243,1.2424242424242424
Pusztaföldvár,123,152,29,0.23577235772357724,1.2357723577235773
Pusztahencse,24,30,6,0.25,1.25
Pusztakovácsi,21,26,5,0.23809523809523808,1.2380952380952381
Pusztamagyaród,11,14,3,0.2727272727272727,1.2727272727272727
Pusztamiske,5,6,1,0.2,1.2
Pusztamonostor,53,66,13,0.24528301886792453,1.2452830188679245
Pusztamérges,76,95,19,0.25,1.25
Pusztaszabolcs,290,359,69,0.23793103448275862,1.2379310344827585
Pusztaszemes,15,18,3,0.2,1.2
Pusztaszentlászló,12,15,3,0.25,1.25
Pusztaszer,98,121,23,0.23469387755102042,1.2346938775510203
Pusztavacs,26,32,6,0.23076923076923078,1.2307692307692308
Pusztavám,111,137,26,0.23423423423423423,1.2342342342342343
Pusztazámor,65,80,15,0.23076923076923078,1.2307692307692308
Putnok,259,321,62,0.23938223938223938,1.2393822393822393
Pácin,27,33,6,0.2222222222222222,1.2222222222222223
Páhi,101,124,23,0.22772277227722773,1.2277227722772277
Páka,15,18,3,0.2,1.2
Pákozd,351,438,87,0.24786324786324787,1.2478632478632479
Pálfa,33,41,8,0.24242424242424243,1.2424242424242424
Pálháza,135,168,33,0.24444444444444444,1.2444444444444445
Páli,15,19,4,0.26666666666666666,1.2666666666666666
Pálmonostora,78,96,18,0.23076923076923078,1.2307692307692308
Pálosvörösmart,17,20,3,0.17647058823529413,1.1764705882352942
Pánd,55,68,13,0.23636363636363636,1.2363636363636363
Pápa,2388,2971,583,0.24413735343383586,1.2441373534338358
Pápadereske,48,60,12,0.25,1.25
Pápakovácsi,14,17,3,0.21428571428571427,1.2142857142857142
Pápasalamon,5,6,1,0.2,1.2
Pápateszér,31,38,7,0.22580645161290322,1.2258064516129032
Pári,7,9,2,0.2857142857142857,1.2857142857142858
Pásztó,647,805,158,0.24420401854714066,1.2442040185471406
Pátka,87,107,20,0.22988505747126436,1.2298850574712643
Pátroha,172,214,42,0.2441860465116279,1.244186046511628
Páty,866,1074,208,0.24018475750577367,1.2401847575057736
Pátyod,38,47,9,0.23684210526315788,1.236842105263158
Pázmánd,208,257,49,0.23557692307692307,1.2355769230769231
Pázmándfalu,6,7,1,0.16666666666666666,1.1666666666666667
Pécel,1566,1945,379,0.24201787994891444,1.2420178799489143
Pécs,14070,17488,3418,0.24292821606254442,1.2429282160625443
Pécsely,12,15,3,0.25,1.25
Pécsudvard,31,38,7,0.22580645161290322,1.2258064516129032
Pécsvárad,263,327,64,0.24334600760456274,1.2433460076045628
Pély,29,36,7,0.2413793103448276,1.2413793103448276
Pénzesgyõr,16,20,4,0.25,1.25
Pér,28,35,7,0.25,1.25
Péteri,163,203,40,0.24539877300613497,1.2453987730061349
Pétervására,70,84,14,0.2,1.2
Pétfürdõ,195,240,45,0.23076923076923078,1.2307692307692308
Pócsmegyer,323,400,77,0.23839009287925697,1.238390092879257
Pócspetri,69,85,16,0.2318840579710145,1.2318840579710144
Pókaszepetk,7,9,2,0.2857142857142857,1.2857142857142858
Pölöske,9,11,2,0.2222222222222222,1.2222222222222223
Pölöskefõ,6,7,1,0.16666666666666666,1.1666666666666667
Pörböly,20,25,5,0.25,1.25
Pötréte,7,9,2,0.2857142857142857,1.2857142857142858
Püspökhatvan,81,100,19,0.2345679012345679,1.2345679012345678
Püspökladány,916,1140,224,0.2445414847161572,1.244541484716157
Püspökszilágy,10,12,2,0.2,1.2
Radostyán,10,12,2,0.2,1.2
Rajka,14,17,3,0.21428571428571427,1.2142857142857142
Rakaca,6,7,1,0.16666666666666666,1.1666666666666667
Rakamaz,1280,1591,311,0.24296875,1.24296875
Ramocsaháza,49,61,12,0.24489795918367346,1.2448979591836735
Raposka,13,16,3,0.23076923076923078,1.2307692307692308
Ravazd,16,20,4,0.25,1.25
Recsk,84,103,19,0.2261904761904762,1.2261904761904763
Regöly,56,69,13,0.23214285714285715,1.2321428571428572
Remeteszõlõs,114,141,27,0.23684210526315788,1.236842105263158
Rezi,10,12,2,0.2,1.2
Ricse,73,90,17,0.2328767123287671,1.2328767123287672
Rigyác,9,11,2,0.2222222222222222,1.2222222222222223
Rimóc,43,52,9,0.20930232558139536,1.2093023255813953
Rinyabesenyõ,5,6,1,0.2,1.2
Rohod,34,42,8,0.23529411764705882,1.2352941176470589
Romhány,68,83,15,0.22058823529411764,1.2205882352941178
Romonya,35,43,8,0.22857142857142856,1.2285714285714286
Rozsály,29,36,7,0.2413793103448276,1.2413793103448276
Rudabánya,241,300,59,0.24481327800829875,1.2448132780082988
Rudolftelep,10,12,2,0.2,1.2
Rum,7,9,2,0.2857142857142857,1.2857142857142858
Ruzsa,242,301,59,0.24380165289256198,1.243801652892562
Rábacsanak,12,15,3,0.25,1.25
Rábacsécsény,9,11,2,0.2222222222222222,1.2222222222222223
Rábagyarmat,9,11,2,0.2222222222222222,1.2222222222222223
Rábakecöl,12,15,3,0.25,1.25
Rábapatona,32,40,8,0.25,1.25
Rábapaty,19,24,5,0.2631578947368421,1.263157894736842
Rábapordány,13,16,3,0.23076923076923078,1.2307692307692308
Rábaszentandrás,12,15,3,0.25,1.25
Rábaszentmihály,20,25,5,0.25,1.25
Rábatamási,8,10,2,0.25,1.25
Rábcakapi,8,10,2,0.25,1.25
Rácalmás,424,528,104,0.24528301886792453,1.2452830188679245
Ráckeresztúr,157,193,36,0.22929936305732485,1.2292993630573248
Ráckeve,900,1119,219,0.24333333333333335,1.2433333333333334
Rád,115,141,26,0.22608695652173913,1.2260869565217392
Ráksi,11,14,3,0.2727272727272727,1.2727272727272727
Rákóczifalva,276,344,68,0.2463768115942029,1.2463768115942029
Rákócziújfalu,43,53,10,0.23255813953488372,1.2325581395348837
Rápolt,9,11,2,0.2222222222222222,1.2222222222222223
Rátka,53,64,11,0.20754716981132076,1.2075471698113207
Réde,63,78,15,0.23809523809523808,1.2380952380952381
Rém,34,42,8,0.23529411764705882,1.2352941176470589
Répcelak,18,22,4,0.2222222222222222,1.2222222222222223
Répceszemere,6,7,1,0.16666666666666666,1.1666666666666667
Répcevis,7,9,2,0.2857142857142857,1.2857142857142858
Répáshuta,11,13,2,0.18181818181818182,1.1818181818181819
Rétalap,10,12,2,0.2,1.2
Rétközberencs,13,16,3,0.23076923076923078,1.2307692307692308
Rétság,134,166,32,0.23880597014925373,1.2388059701492538
Révfülöp,87,107,20,0.22988505747126436,1.2298850574712643
Révleányvár,41,51,10,0.24390243902439024,1.2439024390243902
Rózsafa,12,15,3,0.25,1.25
Rózsaszentmárton,75,93,18,0.24,1.24
Röszke,301,373,72,0.23920265780730898,1.239202657807309
Sajtoskál,5,6,1,0.2,1.2
Sajóbábony,44,54,10,0.22727272727272727,1.2272727272727273
Sajóecseg,36,43,7,0.19444444444444445,1.1944444444444444
Sajógalgóc,5,6,1,0.2,1.2
Sajóivánka,20,24,4,0.2,1.2
Sajókaza,22,27,5,0.22727272727272727,1.2272727272727273
Sajókeresztúr,39,48,9,0.23076923076923078,1.2307692307692308
Sajólád,70,85,15,0.21428571428571427,1.2142857142857142
Sajólászlófalva,39,49,10,0.2564102564102564,1.2564102564102564
Sajópetri,23,28,5,0.21739130434782608,1.2173913043478262
Sajópálfala,11,13,2,0.18181818181818182,1.1818181818181819
Sajószentpéter,398,492,94,0.23618090452261306,1.236180904522613
Sajószöged,65,79,14,0.2153846153846154,1.2153846153846153
Sajóvelezd,45,56,11,0.24444444444444444,1.2444444444444445
Sajóvámos,209,260,51,0.24401913875598086,1.244019138755981
Sajóörös,44,54,10,0.22727272727272727,1.2272727272727273
Salgótarján,1984,2469,485,0.2444556451612903,1.2444556451612903
Salköveskút,6,7,1,0.16666666666666666,1.1666666666666667
Sand,19,24,5,0.2631578947368421,1.263157894736842
Sarkad,451,557,106,0.23503325942350334,1.2350332594235034
Sarkadkeresztúr,42,51,9,0.21428571428571427,1.2142857142857142
Sarud,26,32,6,0.23076923076923078,1.2307692307692308
Segesd,40,50,10,0.25,1.25
Sellye,309,383,74,0.23948220064724918,1.2394822006472492
Semjénháza,11,14,3,0.2727272727272727,1.2727272727272727
Seregélyes,265,328,63,0.23773584905660378,1.2377358490566037
Serényfalva,7,9,2,0.2857142857142857,1.2857142857142858
Siklós,735,910,175,0.23809523809523808,1.2380952380952381
Siklósnagyfalu,6,7,1,0.16666666666666666,1.1666666666666667
Simaság,6,7,1,0.16666666666666666,1.1666666666666667
Simonfa,5,6,1,0.2,1.2
Simontornya,177,219,42,0.23728813559322035,1.2372881355932204
Sirok,47,57,10,0.2127659574468085,1.2127659574468086
Sitke,13,16,3,0.23076923076923078,1.2307692307692308
Sióagárd,65,79,14,0.2153846153846154,1.2153846153846153
Siófok,2833,3519,686,0.24214613483939287,1.242146134839393
Siójut,26,33,7,0.2692307692307692,1.2692307692307692
Sobor,6,7,1,0.16666666666666666,1.1666666666666667
Sokorópátka,10,12,2,0.2,1.2
Solt,447,556,109,0.24384787472035793,1.2438478747203578
Soltszentimre,62,78,16,0.25806451612903225,1.2580645161290323
Soltvadkert,1089,1356,267,0.24517906336088155,1.2451790633608815
Solymár,1364,1694,330,0.24193548387096775,1.2419354838709677
Som,12,15,3,0.25,1.25
Somberek,64,79,15,0.234375,1.234375
Somlószõlõs,16,20,4,0.25,1.25
Somlóvásárhely,29,36,7,0.2413793103448276,1.2413793103448276
Somodor,6,7,1,0.16666666666666666,1.1666666666666667
Somogyacsa,6,7,1,0.16666666666666666,1.1666666666666667
Somogyapáti,12,15,3,0.25,1.25
Somogyaszaló,29,36,7,0.2413793103448276,1.2413793103448276
Somogybabod,19,23,4,0.21052631578947367,1.2105263157894737
Somogybükkösd,44,55,11,0.25,1.25
Somogyhatvan,7,9,2,0.2857142857142857,1.2857142857142858
Somogyjád,65,80,15,0.23076923076923078,1.2307692307692308
Somogymeggyes,13,16,3,0.23076923076923078,1.2307692307692308
Somogysimonyi,5,6,1,0.2,1.2
Somogyszentpál,16,20,4,0.25,1.25
Somogyszil,24,30,6,0.25,1.25
Somogyszob,37,45,8,0.21621621621621623,1.2162162162162162
Somogysámson,12,15,3,0.25,1.25
Somogysárd,44,54,10,0.22727272727272727,1.2272727272727273
Somogytúr,30,38,8,0.26666666666666666,1.2666666666666666
Somogyudvarhely,22,27,5,0.22727272727272727,1.2272727272727273
Somogyvámos,17,21,4,0.23529411764705882,1.2352941176470589
Somogyvár,106,132,26,0.24528301886792453,1.2452830188679245
Somogyzsitfa,6,7,1,0.16666666666666666,1.1666666666666667
Somoskõújfalu,113,139,26,0.23008849557522124,1.2300884955752212
Sonkád,22,27,5,0.22727272727272727,1.2272727272727273
Soponya,71,88,17,0.23943661971830985,1.2394366197183098
Sopron,171,213,42,0.24561403508771928,1.2456140350877194
Sopronhorpács,9,11,2,0.2222222222222222,1.2222222222222223
Sopronkövesd,16,20,4,0.25,1.25
Sorkifalud,5,6,1,0.2,1.2
Sormás,9,11,2,0.2222222222222222,1.2222222222222223
Sukoró,240,297,57,0.2375,1.2375
Surd,32,40,8,0.25,1.25
Szabadbattyán,361,448,87,0.2409972299168975,1.2409972299168974
Szabadegyháza,78,97,19,0.24358974358974358,1.2435897435897436
Szabadhídvég,14,18,4,0.2857142857142857,1.2857142857142858
Szabadkígyós,92,114,22,0.2391304347826087,1.2391304347826086
Szabadszentkirály,23,29,6,0.2608695652173913,1.2608695652173914
Szabadszállás,398,494,96,0.24120603015075376,1.2412060301507537
Szabolcs,7,9,2,0.2857142857142857,1.2857142857142858
Szabolcsbáka,24,30,6,0.25,1.25
Szabolcsveresmart,35,43,8,0.22857142857142856,1.2285714285714286
Szabás,349,434,85,0.24355300859598855,1.2435530085959885
Szada,658,819,161,0.24468085106382978,1.2446808510638299
Szajk,40,49,9,0.225,1.225
Szajol,588,731,143,0.24319727891156462,1.2431972789115646
Szakcs,45,55,10,0.2222222222222222,1.2222222222222223
Szakmár,67,84,17,0.2537313432835821,1.2537313432835822
Szakoly,94,117,23,0.24468085106382978,1.2446808510638299
Szakony,10,12,2,0.2,1.2
Szakáld,12,15,3,0.25,1.25
Szakály,50,62,12,0.24,1.24
Szalafõ,9,11,2,0.2222222222222222,1.2222222222222223
Szalatnak,5,6,1,0.2,1.2
Szalkszentmárton,161,200,39,0.2422360248447205,1.2422360248447204
Szalonna,6,7,1,0.16666666666666666,1.1666666666666667
Szalánta,41,50,9,0.21951219512195122,1.2195121951219512
Szamosbecs,12,15,3,0.25,1.25
Szamoskér,17,21,4,0.23529411764705882,1.2352941176470589
Szamosszeg,65,80,15,0.23076923076923078,1.2307692307692308
Szamossályi,6,7,1,0.16666666666666666,1.1666666666666667
Szamosújlak,18,22,4,0.2222222222222222,1.2222222222222223
Szanda,13,16,3,0.23076923076923078,1.2307692307692308
Szank,177,219,42,0.23728813559322035,1.2372881355932204
Szany,30,37,7,0.23333333333333334,1.2333333333333334
Szarvas,1368,1697,329,0.24049707602339182,1.2404970760233918
Szarvasgede,5,6,1,0.2,1.2
Szarvaskend,10,12,2,0.2,1.2
Szarvaskõ,9,11,2,0.2222222222222222,1.2222222222222223
Szatmárcseke,56,70,14,0.25,1.25
Szatymaz,513,638,125,0.24366471734892786,1.243664717348928
Szava,11,14,3,0.2727272727272727,1.2727272727272727
Szebény,5,6,1,0.2,1.2
Szederkény,89,109,20,0.2247191011235955,1.2247191011235956
Szedres,79,98,19,0.24050632911392406,1.240506329113924
Szeged,16677,20732,4055,0.24314924746657074,1.2431492474665706
Szegerdõ,5,6,1,0.2,1.2
Szeghalom,722,894,172,0.23822714681440443,1.2382271468144044
Szegi,10,12,2,0.2,1.2
Szegilong,42,52,10,0.23809523809523808,1.2380952380952381
Szegvár,233,288,55,0.23605150214592274,1.2360515021459229
Szekszárd,3041,3776,735,0.24169681025978296,1.241696810259783
Szeleste,9,11,2,0.2222222222222222,1.2222222222222223
Szelevény,22,28,6,0.2727272727272727,1.2727272727272727
Szemely,11,13,2,0.18181818181818182,1.1818181818181819
Szemere,11,14,3,0.2727272727272727,1.2727272727272727
Szendehely,93,114,21,0.22580645161290322,1.2258064516129032
Szendrõ,112,138,26,0.23214285714285715,1.2321428571428572
Szendrõlád,5,6,1,0.2,1.2
Szenna,41,50,9,0.21951219512195122,1.2195121951219512
Szentantalfa,644,802,158,0.2453416149068323,1.2453416149068324
Szentdomonkos,12,15,3,0.25,1.25
Szentdénes,7,9,2,0.2857142857142857,1.2857142857142858
Szentegát,18,23,5,0.2777777777777778,1.2777777777777777
Szentendre,3775,4692,917,0.24291390728476822,1.2429139072847681
Szentes,2348,2915,567,0.24148211243611584,1.241482112436116
Szentgotthárd,28,35,7,0.25,1.25
Szentgyörgyvölgy,6,7,1,0.16666666666666666,1.1666666666666667
Szentgál,159,197,38,0.2389937106918239,1.2389937106918238
Szentgáloskér,12,14,2,0.16666666666666666,1.1666666666666667
Szentistván,92,114,22,0.2391304347826087,1.2391304347826086
Szentistvánbaksa,5,6,1,0.2,1.2
Szentjakabfa,13,16,3,0.23076923076923078,1.2307692307692308
Szentkirály,195,242,47,0.24102564102564103,1.241025641025641
Szentkirályszabadja,111,137,26,0.23423423423423423,1.2342342342342343
Szentliszló,5,6,1,0.2,1.2
Szentlászló,33,40,7,0.21212121212121213,1.2121212121212122
Szentlõrinc,683,847,164,0.24011713030746706,1.240117130307467
Szentlõrinckáta,131,164,33,0.25190839694656486,1.251908396946565
Szentmártonkáta,220,271,51,0.2318181818181818,1.231818181818182
Szentpéterfa,6,7,1,0.16666666666666666,1.1666666666666667
Szentpéterszeg,36,44,8,0.2222222222222222,1.2222222222222223
Szentpéterúr,6,7,1,0.16666666666666666,1.1666666666666667
Szepetnek,9,11,2,0.2222222222222222,1.2222222222222223
Szeremle,69,85,16,0.2318840579710145,1.2318840579710144
Szerencs,697,865,168,0.24103299856527977,1.2410329985652797
Szerep,28,35,7,0.25,1.25
Szergény,8,10,2,0.25,1.25
Szigetbecse,74,91,17,0.22972972972972974,1.2297297297297298
Szigetcsép,135,167,32,0.23703703703703705,1.237037037037037
Szigethalom,1527,1899,372,0.24361493123772102,1.243614931237721
Szigetmonostor,262,321,59,0.22519083969465647,1.2251908396946565
Szigetszentmiklós,4142,5148,1006,0.2428778367938194,1.2428778367938194
Szigetszentmárton,197,243,46,0.233502538071066,1.233502538071066
Szigetvár,703,872,169,0.24039829302987198,1.240398293029872
Szigetújfalu,121,149,28,0.23140495867768596,1.2314049586776858
Szigliget,54,66,12,0.2222222222222222,1.2222222222222223
Szihalom,58,71,13,0.22413793103448276,1.2241379310344827
Szikszó,300,369,69,0.23,1.23
Szil,18,22,4,0.2222222222222222,1.2222222222222223
Szilsárkány,8,10,2,0.25,1.25
Szilvásvárad,131,160,29,0.22137404580152673,1.2213740458015268
Szirmabesenyõ,236,293,57,0.24152542372881355,1.2415254237288136
Szirák,23,28,5,0.21739130434782608,1.2173913043478262
Szob,123,152,29,0.23577235772357724,1.2357723577235773
Szokolya,126,153,27,0.21428571428571427,1.2142857142857142
Szolnok,5608,6969,1361,0.24268901569186876,1.2426890156918688
Szombathely,194,241,47,0.2422680412371134,1.2422680412371134
Szomolya,35,44,9,0.2571428571428571,1.2571428571428571
Szomor,33,41,8,0.24242424242424243,1.2424242424242424
Szomód,128,158,30,0.234375,1.234375
Szorgalmatos,27,33,6,0.2222222222222222,1.2222222222222223
Szuha,8,10,2,0.25,1.25
Szuhafõ,67,83,16,0.23880597014925373,1.2388059701492538
Szuhakálló,6,7,1,0.16666666666666666,1.1666666666666667
Szuhogy,8,10,2,0.25,1.25
Szulok,30,37,7,0.23333333333333334,1.2333333333333334
Szurdokpüspöki,76,93,17,0.2236842105263158,1.2236842105263157
Szákszend,41,51,10,0.24390243902439024,1.2439024390243902
Szálka,26,31,5,0.19230769230769232,1.1923076923076923
Szántód,40,49,9,0.225,1.225
Szápár,6,7,1,0.16666666666666666,1.1666666666666667
Szár,81,99,18,0.2222222222222222,1.2222222222222223
Szárföld,12,15,3,0.25,1.25
Szárliget,223,275,52,0.23318385650224216,1.2331838565022422
Szászberek,30,37,7,0.23333333333333334,1.2333333333333334
Szászfa,229,285,56,0.2445414847161572,1.244541484716157
Szászvár,69,87,18,0.2608695652173913,1.2608695652173914
Százhalombatta,1567,1945,378,0.2412252712188896,1.2412252712188896
Szécsénke,5,6,1,0.2,1.2
Szécsény,376,466,90,0.2393617021276596,1.2393617021276595
Szécsényfelfalu,6,7,1,0.16666666666666666,1.1666666666666667
Székely,16,19,3,0.1875,1.1875
Székelyszabar,11,14,3,0.2727272727272727,1.2727272727272727
Székesfehérvár,9254,11501,2247,0.2428139183055976,1.2428139183055975
Székkutas,117,146,29,0.24786324786324787,1.2478632478632479
Szólád,26,32,6,0.23076923076923078,1.2307692307692308
Szõce,7,9,2,0.2857142857142857,1.2857142857142858
Szõd,219,268,49,0.2237442922374429,1.2237442922374429
Szõdliget,470,585,115,0.24468085106382978,1.2446808510638299
Szõkéd,5,6,1,0.2,1.2
Szõlõsgyörök,45,55,10,0.2222222222222222,1.2222222222222223
Szögliget,5,6,1,0.2,1.2
Szûcsi,70,87,17,0.24285714285714285,1.2428571428571429
Szûr,5,6,1,0.2,1.2
Szügy,152,188,36,0.23684210526315788,1.236842105263158
Ságvár,100,124,24,0.24,1.24
Ságújfalu,5,6,1,0.2,1.2
Sály,16,19,3,0.1875,1.1875
Sámod,5,6,1,0.2,1.2
Sámsonháza,9,11,2,0.2222222222222222,1.2222222222222223
Sándorfalva,706,875,169,0.23937677053824363,1.2393767705382437
Sántos,10,12,2,0.2,1.2
Sáp,6,7,1,0.16666666666666666,1.1666666666666667
Sárbogárd,878,1089,211,0.24031890660592256,1.2403189066059226
Sáregres,33,40,7,0.21212121212121213,1.2121212121212122
Sárisáp,123,152,29,0.23577235772357724,1.2357723577235773
Sárkeresztes,93,114,21,0.22580645161290322,1.2258064516129032
Sárkeresztúr,50,62,12,0.24,1.24
Sárkeszi,24,29,5,0.20833333333333334,1.2083333333333333
Sármellék,12,15,3,0.25,1.25
Sárosd,1035,1286,251,0.242512077294686,1.242512077294686
Sárospatak,792,981,189,0.23863636363636365,1.2386363636363635
Sárrétudvari,158,196,38,0.24050632911392406,1.240506329113924
Sárszentlõrinc,21,25,4,0.19047619047619047,1.1904761904761905
Sárszentmihály,400,495,95,0.2375,1.2375
Sárszentágota,55,68,13,0.23636363636363636,1.2363636363636363
Sárvár,56,70,14,0.25,1.25
Sáránd,82,100,18,0.21951219512195122,1.2195121951219512
Sásd,261,321,60,0.22988505747126436,1.2298850574712643
Sáska,18,23,5,0.2777777777777778,1.2777777777777777
Sáta,5,6,1,0.2,1.2
Sátoraljaújhely,828,1030,202,0.24396135265700483,1.2439613526570048
Sátorhely,8,10,2,0.25,1.25
Sávoly,14,18,4,0.2857142857142857,1.2857142857142858
Sé,6,7,1,0.16666666666666666,1.1666666666666667
Sényõ,82,100,18,0.21951219512195122,1.2195121951219512
