settlement,teaor,bin,input_count,generated_count,diff,ratio,input_share_within_settlement_teaor,generated_share_within_settlement_teaor,share_diff
Budapest 14. kerület,46,20-49,27,34,7,1.2592592592592593,0.039764359351988215,0.04028436018957346,0.0005200008375852438
Budapest 14. kerület,46,50-249,10,12,2,1.2,0.014727540500736377,0.014218009478672985,-0.0005095310220633916
Budapest 14. kerület,47,1-4,982,1221,239,1.2433808553971486,0.7912973408541499,0.7913156189241737,1.827807002374726e-05
Budapest 14. kerület,47,5-9,174,216,42,1.2413793103448276,0.14020950846091862,0.13998703823720027,-0.0002224702237183518
Budapest 14. kerület,47,10-19,61,76,15,1.2459016393442623,0.04915390813859791,0.0492546986390149,0.00010079050041699594
Budapest 14. kerület,47,20-49,18,22,4,1.2222222222222223,0.014504431909750202,0.014257939079714841,-0.0002464928300353608
Budapest 14. kerület,47,50-249,6,8,2,1.3333333333333333,0.004834810636583401,0.005184705119896306,0.0003498944833129052
Budapest 14. kerület,49,1-4,370,460,90,1.2432432432432432,0.9226932668329177,0.9218436873747495,-0.0008495794581682148
Budapest 14. kerület,49,5-9,13,16,3,1.2307692307692308,0.032418952618453865,0.03206412825651302,-0.000354824361940842
Budapest 14. kerület,49,10-19,12,15,3,1.25,0.029925187032418952,0.03006012024048096,0.00013493320806200887
Budapest 14. kerület,49,20-49,6,8,2,1.3333333333333333,0.014962593516209476,0.01603206412825651,0.0010694706120470358
Budapest 14. kerület,52,1-4,59,73,14,1.2372881355932204,0.8805970149253731,0.8795180722891566,-0.001078942636216551
Budapest 14. kerület,52,5-9,8,10,2,1.25,0.11940298507462686,0.12048192771084337,0.0010789426362165094
Budapest 14. kerület,53,1-4,356,443,87,1.2443820224719102,1.0,1.0,0.0
Budapest 14. kerület,55,1-4,42,52,10,1.2380952380952381,0.6666666666666666,0.6582278481012658,-0.008438818565400852
Budapest 14. kerület,55,5-9,9,11,2,1.2222222222222223,0.14285714285714285,0.13924050632911392,-0.0036166365280289325
Budapest 14. kerület,55,10-19,6,8,2,1.3333333333333333,0.09523809523809523,0.10126582278481013,0.006027727546714892
Budapest 14. kerület,55,20-49,6,8,2,1.3333333333333333,0.09523809523809523,0.10126582278481013,0.006027727546714892
Budapest 14. kerület,56,1-4,257,320,63,1.245136186770428,0.6692708333333334,0.6694560669456067,0.0001852336122732945
Budapest 14. kerület,56,5-9,69,86,17,1.2463768115942029,0.1796875,0.1799163179916318,0.00022881799163179672
Budapest 14. kerület,56,10-19,29,36,7,1.2413793103448276,0.07552083333333333,0.07531380753138076,-0.00020702580195257336
Budapest 14. kerület,56,20-49,24,30,6,1.25,0.0625,0.06276150627615062,0.00026150627615062483
Budapest 14. kerület,56,50-249,5,6,1,1.2,0.013020833333333334,0.012552301255230125,-0.0004685320781032086
Budapest 14. kerület,58,1-4,75,93,18,1.24,0.9259259259259259,0.9207920792079208,-0.005133846718005097
Budapest 14. kerület,58,5-9,6,8,2,1.3333333333333333,0.07407407407407407,0.07920792079207921,0.005133846718005139
Budapest 14. kerület,59,1-4,372,463,91,1.2446236559139785,0.9789473684210527,0.9788583509513742,-8.901746967848734e-05
Budapest 14. kerület,59,5-9,8,10,2,1.25,0.021052631578947368,0.021141649048625793,8.901746967842489e-05
Budapest 14. kerület,60,1-4,18,22,4,1.2222222222222223,1.0,1.0,0.0
Budapest 14. kerület,61,1-4,14,17,3,1.2142857142857142,1.0,1.0,0.0
Budapest 14. kerület,62,1-4,776,965,189,1.2435567010309279,0.9023255813953488,0.9027128157156221,0.00038723432027332194
Budapest 14. kerület,62,5-9,34,42,8,1.2352941176470589,0.03953488372093023,0.03928905519176801,-0.0002458285291622245
Budapest 14. kerület,62,10-19,22,27,5,1.2272727272727273,0.02558139534883721,0.025257249766136577,-0.0003241455827006322
Budapest 14. kerület,62,20-49,19,24,5,1.263157894736842,0.022093023255813953,0.02245088868101029,0.00035786542519633535
Budapest 14. kerület,62,50-249,9,11,2,1.2222222222222223,0.010465116279069767,0.01028999064546305,-0.00017512563360671737
Budapest 14. kerület,63,1-4,162,201,39,1.2407407407407407,0.9700598802395209,0.9710144927536232,0.0009546125141022266
Budapest 14. kerület,63,5-9,5,6,1,1.2,0.029940119760479042,0.028985507246376812,-0.00095461251410223
Budapest 14. kerület,64,1-4,8,10,2,1.25,1.0,1.0,0.0
Budapest 14. kerület,66,1-4,364,453,89,1.2445054945054945,0.9811320754716981,0.9805194805194806,-0.0006125949522175489
Budapest 14. kerület,66,5-9,7,9,2,1.2857142857142858,0.018867924528301886,0.01948051948051948,0.000612594952217594
Budapest 14. kerület,68,1-4,812,1010,198,1.2438423645320198,0.9409038238702202,0.9404096834264432,-0.0004941404437770469
Budapest 14. kerület,68,5-9,33,41,8,1.2424242424242424,0.038238702201622246,0.038175046554934824,-6.365564668742163e-05
Budapest 14. kerület,68,10-19,12,15,3,1.25,0.013904982618771726,0.013966480446927373,6.149782815564712e-05
Budapest 14. kerület,68,20-49,6,8,2,1.3333333333333333,0.006952491309385863,0.0074487895716946,0.0004962982623087364
Budapest 14. kerület,69,1-4,888,1104,216,1.2432432432432432,0.9347368421052632,0.934801016088061,6.41739827977883e-05
Budapest 14. kerület,69,5-9,46,57,11,1.2391304347826086,0.04842105263157895,0.04826418289585097,-0.00015686973572797552
Budapest 14. kerület,69,10-19,16,20,4,1.25,0.016842105263157894,0.01693480101608806,9.269575293016641e-05
Budapest 14. kerület,70,1-4,1055,1312,257,1.2436018957345971,0.9590909090909091,0.9597659107534747,0.0006750016625656219
Budapest 14. kerület,70,5-9,30,37,7,1.2333333333333334,0.02727272727272727,0.027066569129480616,-0.00020615814324665555
Budapest 14. kerület,70,10-19,10,12,2,1.2,0.00909090909090909,0.008778346744696415,-0.00031256234621267545
Budapest 14. kerület,70,20-49,5,6,1,1.2,0.004545454545454545,0.0043891733723482075,-0.00015628117310633773
Budapest 14. kerület,71,1-4,527,655,128,1.2428842504743833,0.9070567986230637,0.907202216066482,0.00014541744341833862
Budapest 14. kerület,71,5-9,29,36,7,1.2413793103448276,0.04991394148020654,0.04986149584487535,-5.244563533118862e-05
Budapest 14. kerület,71,10-19,16,20,4,1.25,0.027538726333907058,0.027700831024930747,0.00016210469102368938
Budapest 14. kerület,71,20-49,9,11,2,1.2222222222222223,0.01549053356282272,0.015235457063711912,-0.00025507649911080815
Budapest 14. kerület,72,1-4,88,109,21,1.2386363636363635,1.0,1.0,0.0
Budapest 14. kerület,73,1-4,243,302,59,1.242798353909465,0.9382239382239382,0.937888198757764,-0.0003357394661742674
Budapest 14. kerület,73,5-9,10,12,2,1.2,0.03861003861003861,0.037267080745341616,-0.0013429578646969934
Budapest 14. kerület,73,10-19,6,8,2,1.3333333333333333,0.023166023166023165,0.024844720496894408,0.0016786973308712434
Budapest 14. kerület,74,1-4,576,716,140,1.2430555555555556,0.9896907216494846,0.988950276243094,-0.0007404454063906218
Budapest 14. kerület,74,5-9,6,8,2,1.3333333333333333,0.010309278350515464,0.011049723756906077,0.0007404454063906132
Budapest 14. kerület,75,1-4,20,25,5,1.25,1.0,1.0,0.0
Budapest 14. kerület,77,1-4,63,78,15,1.2380952380952381,1.0,1.0,0.0
Budapest 14. kerület,78,1-4,19,24,5,1.263157894736842,1.0,1.0,0.0
Budapest 14. kerület,79,1-4,74,92,18,1.2432432432432432,1.0,1.0,0.0
Budapest 14. kerület,80,1-4,36,45,9,1.25,0.5217391304347826,0.5172413793103449,-0.004497751124437732
Budapest 14. kerület,80,5-9,6,8,2,1.3333333333333333,0.08695652173913043,0.09195402298850575,0.0049975012493753135
Budapest 14. kerület,80,10-19,13,16,3,1.2307692307692308,0.18840579710144928,0.1839080459770115,-0.004497751124437788
Budapest 14. kerület,80,20-49,6,8,2,1.3333333333333333,0.08695652173913043,0.09195402298850575,0.0049975012493753135
Budapest 14. kerület,80,50-249,8,10,2,1.25,0.11594202898550725,0.11494252873563218,-0.0009995002498750655
Budapest 14. kerület,81,1-4,354,440,86,1.2429378531073447,0.8962025316455696,0.8943089430894309,-0.0018935885561387478
Budapest 14. kerület,81,5-9,18,22,4,1.2222222222222223,0.04556962025316456,0.044715447154471545,-0.0008541730986930118
Budapest 14. kerület,81,10-19,11,14,3,1.2727272727272727,0.027848101265822784,0.028455284552845527,0.0006071832870227431
Budapest 14. kerület,81,20-49,6,8,2,1.3333333333333333,0.015189873417721518,0.016260162601626018,0.0010702891839044996
Budapest 14. kerület,81,50-249,6,8,2,1.3333333333333333,0.015189873417721518,0.016260162601626018,0.0010702891839044996
Budapest 14. kerület,82,1-4,440,547,107,1.2431818181818182,0.9401709401709402,0.9398625429553265,-0.00030839721561370936
Budapest 14. kerület,82,5-9,10,12,2,1.2,0.021367521367521368,0.020618556701030927,-0.0007489646664904405
Budapest 14. kerület,82,10-19,12,15,3,1.25,0.02564102564102564,0.02577319587628866,0.0001321702352630183
Budapest 14. kerület,82,20-49,6,8,2,1.3333333333333333,0.01282051282051282,0.013745704467353952,0.0009251916468411316
Budapest 14. kerület,84,250-1000,7,9,2,1.2857142857142858,1.0,1.0,0.0
Budapest 14. kerület,85,1-4,841,1046,205,1.243757431629013,0.9633447880870561,0.9640552995391705,0.0007105114521143152
Budapest 14. kerület,85,5-9,14,17,3,1.2142857142857142,0.016036655211912942,0.01566820276497696,-0.00036845244693598303
Budapest 14. kerület,85,10-19,10,12,2,1.2,0.011454753722794959,0.011059907834101382,-0.00039484588869357663
Budapest 14. kerület,85,20-49,8,10,2,1.25,0.009163802978235968,0.009216589861751152,5.2786883515183736e-05
Budapest 14. kerület,86,1-4,719,894,175,1.243393602225313,0.9612299465240641,0.9612903225806452,6.037605658104628e-05
Budapest 14. kerület,86,5-9,18,22,4,1.2222222222222223,0.02406417112299465,0.023655913978494623,-0.0004082571445000287
Budapest 14. kerület,86,10-19,11,14,3,1.2727272727272727,0.014705882352941176,0.015053763440860216,0.00034788108791903964
Budapest 14. kerület,87,1-4,5,6,1,1.2,1.0,1.0,0.0
Budapest 14. kerület,88,1-4,35,44,9,1.2571428571428571,1.0,1.0,0.0
Budapest 14. kerület,90,1-4,618,768,150,1.2427184466019416,0.9778481012658228,0.9770992366412213,-0.0007488646246014419
Budapest 14. kerület,90,5-9,8,10,2,1.25,0.012658227848101266,0.01272264631043257,6.441846233130356e-05
Budapest 14. kerület,90,10-19,6,8,2,1.3333333333333333,0.00949367088607595,0.010178117048346057,0.0006844461622701071
Budapest 14. kerület,92,1-4,7,9,2,1.2857142857142858,1.0,1.0,0.0
Budapest 14. kerület,93,1-4,144,179,35,1.2430555555555556,0.8571428571428571,0.8564593301435407,-0.0006835269993163973
Budapest 14. kerület,93,5-9,12,15,3,1.25,0.07142857142857142,0.07177033492822966,0.00034176349965824027
Budapest 14. kerület,93,10-19,12,15,3,1.25,0.07142857142857142,0.07177033492822966,0.00034176349965824027
Budapest 14. kerület,94,1-4,66,82,16,1.2424242424242424,0.7252747252747253,0.7256637168141593,0.0003889915394340582
Budapest 14. kerület,94,5-9,6,8,2,1.3333333333333333,0.06593406593406594,0.07079646017699115,0.004862394242925214
Budapest 14. kerület,94,10-19,9,11,2,1.2222222222222223,0.0989010989010989,0.09734513274336283,-0.0015559661577360662
Budapest 14. kerület,94,20-49,5,6,1,1.2,0.054945054945054944,0.05309734513274336,-0.001847709812311582
Budapest 14. kerület,94,50-249,5,6,1,1.2,0.054945054945054944,0.05309734513274336,-0.001847709812311582
Budapest 14. kerület,95,1-4,100,124,24,1.24,1.0,1.0,0.0
Budapest 14. kerület,96,1-4,884,1099,215,1.243212669683258,0.9866071428571429,0.9865350089766607,-7.213388048221692e-05
Budapest 14. kerület,96,5-9,12,15,3,1.25,0.013392857142857142,0.013464991023339317,7.213388048217528e-05
Debrecen,1,1-4,853,1061,208,1.2438452520515826,0.9616685456595265,0.9610507246376812,-0.0006178210218453772
Debrecen,1,5-9,16,20,4,1.25,0.018038331454340473,0.018115942028985508,7.761057464503521e-05
Debrecen,1,10-19,11,14,3,1.2727272727272727,0.012401352874859075,0.012681159420289856,0.0002798065454307809
Debrecen,1,20-49,7,9,2,1.2857142857142858,0.007891770011273957,0.008152173913043478,0.00026040390176952123
Debrecen,10,1-4,29,36,7,1.2413793103448276,0.3972602739726027,0.4,0.0027397260273973045
Debrecen,10,5-9,12,15,3,1.25,0.1643835616438356,0.16666666666666666,0.00228310502283105
Debrecen,10,10-19,13,16,3,1.2307692307692308,0.1780821917808219,0.17777777777777778,-0.00030441400304412336
Debrecen,10,20-49,9,11,2,1.2222222222222223,0.1232876712328767,0.12222222222222222,-0.0010654490106544873
Debrecen,10,50-249,10,12,2,1.2,0.136986301369863,0.13333333333333333,-0.0036529680365296746
Debrecen,11,1-4,13,16,3,1.2307692307692308,1.0,1.0,0.0
Debrecen,13,1-4,13,16,3,1.2307692307692308,1.0,1.0,0.0
Debrecen,14,1-4,55,68,13,1.2363636363636363,1.0,1.0,0.0
Debrecen,15,1-4,7,9,2,1.2857142857142858,1.0,1.0,0.0
Debrecen,16,1-4,26,32,6,1.2307692307692308,0.8387096774193549,0.8421052631578947,0.003395585738539819
Debrecen,16,5-9,5,6,1,1.2,0.16129032258064516,0.15789473684210525,-0.0033955857385399024
Debrecen,17,1-4,7,9,2,1.2857142857142858,1.0,1.0,0.0
Debrecen,18,1-4,47,58,11,1.2340425531914894,0.8545454545454545,0.8529411764705882,-0.0016042780748662944
Debrecen,18,5-9,8,10,2,1.25,0.14545454545454545,0.14705882352941177,0.0016042780748663221
Debrecen,2,1-4,35,44,9,1.2571428571428571,1.0,1.0,0.0
Debrecen,22,250-1000,5,6,1,1.2,1.0,1.0,0.0
Debrecen,23,250-1000,11,14,3,1.2727272727272727,1.0,1.0,0.0
Debrecen,25,5-9,18,22,4,1.2222222222222223,0.24,0.23655913978494625,-0.0034408602150537426
Debrecen,25,10-19,14,17,3,1.2142857142857142,0.18666666666666668,0.1827956989247312,-0.003870967741935488
Debrecen,25,250-1000,43,54,11,1.255813953488372,0.5733333333333334,0.5806451612903226,0.007311827956989259
Debrecen,31,250-1000,14,17,3,1.2142857142857142,1.0,1.0,0.0
Debrecen,32,5-9,10,12,2,1.2,0.2222222222222222,0.21428571428571427,-0.007936507936507936
Debrecen,32,10-19,8,10,2,1.25,0.17777777777777778,0.17857142857142858,0.0007936507936507908
Debrecen,32,250-1000,27,34,7,1.2592592592592593,0.6,0.6071428571428571,0.0071428571428571175
Debrecen,33,5-9,11,14,3,1.2727272727272727,0.2682926829268293,0.27450980392156865,0.006217120994739367
Debrecen,33,10-19,8,10,2,1.25,0.1951219512195122,0.19607843137254902,0.000956480153036815
Debrecen,33,250-1000,22,27,5,1.2272727272727273,0.5365853658536586,0.5294117647058824,-0.00717360114777621
Debrecen,35,1-4,16,20,4,1.25,1.0,1.0,0.0
Debrecen,37,1-4,5,6,1,1.2,1.0,1.0,0.0
Debrecen,38,1-4,15,19,4,1.2666666666666666,1.0,1.0,0.0
Debrecen,41,1-4,265,329,64,1.241509433962264,0.7443820224719101,0.744343891402715,-3.8131069195146416e-05
Debrecen,41,5-9,48,60,12,1.25,0.1348314606741573,0.13574660633484162,0.0009151456606843189
Debrecen,41,10-19,25,31,6,1.24,0.0702247191011236,0.07013574660633484,-8.897249478875824e-05
Debrecen,41,20-49,13,16,3,1.2307692307692308,0.03651685393258427,0.03619909502262444,-0.000317758909959831
Debrecen,41,50-249,5,6,1,1.2,0.014044943820224719,0.013574660633484163,-0.00047028318674055547
Debrecen,42,1-4,77,96,19,1.2467532467532467,0.6754385964912281,0.676056338028169,0.0006177415369409411
Debrecen,42,5-9,21,26,5,1.2380952380952381,0.18421052631578946,0.18309859154929578,-0.001111934766493683
Debrecen,42,10-19,9,11,2,1.2222222222222223,0.07894736842105263,0.07746478873239436,-0.001482579688658267
Debrecen,42,20-49,7,9,2,1.2857142857142858,0.06140350877192982,0.06338028169014084,0.0019767729182110227
Debrecen,43,1-4,1528,1900,372,1.243455497382199,0.8935672514619883,0.8936970837253058,0.00012983226331741982
Debrecen,43,5-9,112,139,27,1.2410714285714286,0.06549707602339182,0.06538099717779869,-0.00011607884559312887
Debrecen,43,10-19,42,52,10,1.2380952380952381,0.02456140350877193,0.024459078080903106,-0.00010232542786882404
Debrecen,43,20-49,22,27,5,1.2272727272727273,0.012865497076023392,0.012699905926622766,-0.00016559114940062694
Debrecen,43,50-249,6,8,2,1.3333333333333333,0.0035087719298245615,0.0037629350893697085,0.000254163159545147
Debrecen,45,1-4,520,647,127,1.2442307692307693,0.8455284552845529,0.8468586387434555,0.0013301834589025674
Debrecen,45,5-9,59,73,14,1.2372881355932204,0.0959349593495935,0.09554973821989529,-0.00038522112969820166
Debrecen,45,10-19,26,32,6,1.2307692307692308,0.04227642276422764,0.041884816753926704,-0.0003916060103009364
Debrecen,45,20-49,10,12,2,1.2,0.016260162601626018,0.015706806282722512,-0.0005533563189035057
Debrecen,46,1-4,484,602,118,1.243801652892562,0.7223880597014926,0.7235576923076923,0.001169632606199733
Debrecen,46,5-9,88,109,21,1.2386363636363635,0.13134328358208955,0.1310096153846154,-0.0003336681974741573
Debrecen,46,10-19,47,58,11,1.2340425531914894,0.07014925373134329,0.06971153846153846,-0.00043771526980482256
Debrecen,46,20-49,38,47,9,1.236842105263158,0.056716417910447764,0.056490384615384616,-0.000226033295063148
Debrecen,46,50-249,13,16,3,1.2307692307692308,0.019402985074626865,0.019230769230769232,-0.00017221584385763294
Debrecen,47,1-4,1642,2041,399,1.2429963459196103,0.8538741549661987,0.8536177331660393,-0.00025642180015938987
Debrecen,47,5-9,178,221,43,1.2415730337078652,0.09256370254810192,0.09242994562944375,-0.00013375691865817607
Debrecen,47,10-19,69,86,17,1.2463768115942029,0.0358814352574103,0.03596821413634463,8.677887893433073e-05
Debrecen,47,20-49,28,35,7,1.25,0.014560582423296931,0.014638226683396068,7.764426009913665e-05
Debrecen,47,50-249,6,8,2,1.3333333333333333,0.0031201248049922,0.003345880384776244,0.00022575557978404435
Debrecen,49,1-4,523,650,127,1.24282982791587,0.9001721170395869,0.9002770083102493,0.00010489127066237725
Debrecen,49,5-9,31,39,8,1.2580645161290323,0.05335628227194492,0.054016620498614956,0.0006603382266700333
Debrecen,49,10-19,14,17,3,1.2142857142857142,0.024096385542168676,0.023545706371191136,-0.0005506791709775395
Debrecen,49,20-49,13,16,3,1.2307692307692308,0.022375215146299483,0.0221606648199446,-0.00021455032635488494
Debrecen,52,1-4,75,93,18,1.24,0.8928571428571429,0.8942307692307693,0.0013736263736263687
Debrecen,52,5-9,9,11,2,1.2222222222222223,0.10714285714285714,0.10576923076923077,-0.0013736263736263687
Debrecen,55,1-4,62,77,15,1.2419354838709677,0.8266666666666667,0.8191489361702128,-0.007517730496453878
Debrecen,55,5-9,7,9,2,1.2857142857142858,0.09333333333333334,0.09574468085106383,0.0024113475177304916
Debrecen,55,20-49,6,8,2,1.3333333333333333,0.08,0.0851063829787234,0.0051063829787234005
Debrecen,56,1-4,316,393,77,1.2436708860759493,0.7247706422018348,0.7250922509225092,0.0003216087206743268
Debrecen,56,5-9,55,68,13,1.2363636363636363,0.12614678899082568,0.12546125461254612,-0.000685534378279562
Debrecen,56,10-19,40,50,10,1.25,0.09174311926605505,0.09225092250922509,0.0005078032431700408
Debrecen,56,20-49,17,21,4,1.2352941176470589,0.0389908256880734,0.03874538745387454,-0.00024543823419885535
Debrecen,56,50-249,8,10,2,1.25,0.01834862385321101,0.01845018450184502,0.00010156064863400815
Debrecen,58,1-4,56,70,14,1.25,1.0,1.0,0.0
Debrecen,59,1-4,72,90,18,1.25,1.0,1.0,0.0
Debrecen,60,1-4,18,22,4,1.2222222222222223,1.0,1.0,0.0
Debrecen,61,1-4,11,14,3,1.2727272727272727,0.6875,0.7,0.012499999999999956
Debrecen,61,5-9,5,6,1,1.2,0.3125,0.3,-0.012500000000000011
Debrecen,62,1-4,645,802,157,1.2434108527131782,0.9320809248554913,0.9314750290360047,-0.0006058958194866682
Debrecen,62,5-9,19,24,5,1.263157894736842,0.02745664739884393,0.027874564459930314,0.00041791706108638277
Debrecen,62,10-19,16,20,4,1.25,0.023121387283236993,0.023228803716608595,0.00010741643337160156
Debrecen,62,20-49,12,15,3,1.25,0.017341040462427744,0.017421602787456445,8.056232502870117e-05
Debrecen,63,1-4,174,216,42,1.2413793103448276,0.9720670391061452,0.972972972972973,0.0009059338668278016
Debrecen,63,5-9,5,6,1,1.2,0.027932960893854747,0.02702702702702703,-0.0009059338668277184
Debrecen,66,1-4,671,834,163,1.2429210134128168,0.992603550295858,0.9928571428571429,0.0002535925612848766
Debrecen,66,5-9,5,6,1,1.2,0.0073964497041420114,0.007142857142857143,-0.0002535925612848688
Debrecen,68,1-4,906,1126,220,1.2428256070640176,0.9398340248962656,0.9398998330550918,6.580815882628599e-05
Debrecen,68,5-9,36,45,9,1.25,0.03734439834024896,0.037562604340567615,0.0002182060003186534
Debrecen,68,10-19,13,16,3,1.2307692307692308,0.013485477178423237,0.01335559265442404,-0.0001298845239991967
Debrecen,68,20-49,9,11,2,1.2222222222222223,0.00933609958506224,0.009181969949916527,-0.00015412963514571318
Debrecen,69,1-4,995,1237,242,1.24321608040201,0.943127962085308,0.9435545385202135,0.00042657643490551234
Debrecen,69,5-9,47,58,11,1.2340425531914894,0.04454976303317536,0.04424103737604882,-0.0003087256571265365
Debrecen,69,10-19,13,16,3,1.2307692307692308,0.012322274881516588,0.012204424103737605,-0.00011785077777898278
Debrecen,70,1-4,692,860,168,1.2427745664739884,0.9584487534626038,0.9587513935340022,0.00030264007139835236
Debrecen,70,5-9,21,26,5,1.2380952380952381,0.029085872576177285,0.028985507246376812,-0.00010036532980047322
Debrecen,70,10-19,9,11,2,1.2222222222222223,0.012465373961218837,0.012263099219620958,-0.00020227474159787914
Debrecen,72,1-4,161,200,39,1.2422360248447204,0.9640718562874252,0.9615384615384616,-0.0025333947489636355
Debrecen,72,5-9,6,8,2,1.3333333333333333,0.03592814371257485,0.038461538461538464,0.0025333947489636147
Debrecen,73,1-4,183,228,45,1.2459016393442623,0.973404255319149,0.9743589743589743,0.000954719039825358
Debrecen,73,5-9,5,6,1,1.2,0.026595744680851064,0.02564102564102564,-0.0009547190398254239
Debrecen,74,1-4,818,1017,199,1.243276283618582,0.9891172914147521,0.9892996108949417,0.00018231948018954114
Debrecen,74,5-9,9,11,2,1.2222222222222223,0.010882708585247884,0.010700389105058366,-0.0001823194801895186
Debrecen,75,1-4,45,56,11,1.2444444444444445,0.9,0.9032258064516129,0.003225806451612856
Debrecen,75,5-9,5,6,1,1.2,0.1,0.0967741935483871,-0.0032258064516129115
Debrecen,77,1-4,95,118,23,1.2421052631578948,0.9223300970873787,0.921875,-0.00045509708737867527
Debrecen,77,5-9,8,10,2,1.25,0.07766990291262135,0.078125,0.0004550970873786475
Debrecen,78,1-4,7,9,2,1.2857142857142858,1.0,1.0,0.0
Debrecen,79,1-4,24,30,6,1.25,1.0,1.0,0.0
Debrecen,80,1-4,264,328,64,1.2424242424242424,0.9705882352941176,0.9704142011834319,-0.00017403411068572794
Debrecen,80,5-9,8,10,2,1.25,0.029411764705882353,0.029585798816568046,0.00017403411068569324
Debrecen,81,1-4,433,538,105,1.2424942263279446,0.9077568134171907,0.9087837837837838,0.0010269703665930496
Debrecen,81,5-9,18,22,4,1.2222222222222223,0.03773584905660377,0.037162162162162164,-0.0005736868944416079
Debrecen,81,10-19,13,16,3,1.2307692307692308,0.027253668763102725,0.02702702702702703,-0.00022664173607569657
Debrecen,81,20-49,5,6,1,1.2,0.010482180293501049,0.010135135135135136,-0.0003470451583659131
Debrecen,81,50-249,8,10,2,1.25,0.016771488469601678,0.016891891891891893,0.00012040342229021478
Debrecen,82,1-4,427,531,104,1.243559718969555,0.953125,0.9533213644524237,0.00019636445242365852
Debrecen,82,5-9,16,20,4,1.25,0.03571428571428571,0.03590664272890485,0.0001923570146191364
Debrecen,82,10-19,5,6,1,1.2,0.011160714285714286,0.010771992818671455,-0.00038872146704283135
Debrecen,85,1-4,1328,1651,323,1.243222891566265,0.9458689458689459,0.9461318051575931,0.0002628592886472214
Debrecen,85,5-9,13,16,3,1.2307692307692308,0.009259259259259259,0.009169054441260744,-9.020481799851439e-05
Debrecen,85,10-19,12,15,3,1.25,0.008547008547008548,0.008595988538681949,4.8979991673400725e-05
Debrecen,85,20-49,37,46,9,1.2432432432432432,0.026353276353276354,0.026361031518624643,7.755165348288795e-06
Debrecen,85,50-249,14,17,3,1.2142857142857142,0.009971509971509971,0.009742120343839542,-0.0002293896276704295
Debrecen,86,1-4,1414,1758,344,1.2432814710042432,0.9464524765729585,0.946178686759957,-0.0002737898130015237
Debrecen,86,5-9,53,66,13,1.2452830188679245,0.03547523427041499,0.03552206673842842,4.683246801343022e-05
Debrecen,86,10-19,12,15,3,1.25,0.008032128514056224,0.008073196986006458,4.106847195023411e-05
Debrecen,86,20-49,15,19,4,1.2666666666666666,0.010040160642570281,0.01022604951560818,0.0001858888730378993
Debrecen,87,50-249,7,9,2,1.2857142857142858,1.0,1.0,0.0
Debrecen,88,1-4,31,39,8,1.2580645161290323,0.7209302325581395,0.7222222222222222,0.0012919896640827266
Debrecen,88,5-9,7,9,2,1.2857142857142858,0.16279069767441862,0.16666666666666666,0.003875968992248041
Debrecen,88,10-19,5,6,1,1.2,0.11627906976744186,0.1111111111111111,-0.005167958656330754
Debrecen,90,1-4,323,402,79,1.2445820433436532,1.0,1.0,0.0
Debrecen,91,1-4,11,14,3,1.2727272727272727,1.0,1.0,0.0
Debrecen,92,1-4,19,24,5,1.263157894736842,1.0,1.0,0.0
Debrecen,93,1-4,193,240,47,1.2435233160621761,0.8853211009174312,0.8856088560885609,0.00028775517112966664
Debrecen,93,5-9,13,16,3,1.2307692307692308,0.05963302752293578,0.05904059040590406,-0.0005924371170317258
Debrecen,93,10-19,5,6,1,1.2,0.022935779816513763,0.02214022140221402,-0.0007955584142997421
Debrecen,93,20-49,7,9,2,1.2857142857142858,0.03211009174311927,0.033210332103321034,0.0011002403602017666
Debrecen,94,1-4,100,124,24,1.24,0.7692307692307693,0.7654320987654321,-0.003798670465337217
Debrecen,94,5-9,10,12,2,1.2,0.07692307692307693,0.07407407407407407,-0.0028490028490028574
Debrecen,94,10-19,7,9,2,1.2857142857142858,0.05384615384615385,0.05555555555555555,0.0017094017094017033
Debrecen,94,20-49,7,9,2,1.2857142857142858,0.05384615384615385,0.05555555555555555,0.0017094017094017033
Debrecen,94,50-249,6,8,2,1.3333333333333333,0.046153846153846156,0.04938271604938271,0.003228869895536557
Debrecen,95,1-4,198,246,48,1.2424242424242424,0.9753694581280788,0.9761904761904762,0.0008210180623973162
Debrecen,95,5-9,5,6,1,1.2,0.024630541871921183,0.023809523809523808,-0.0008210180623973752
Debrecen,96,1-4,1499,1864,365,1.2434956637758505,0.9914021164021164,0.9914893617021276,8.724530001125164e-05
Debrecen,96,5-9,8,10,2,1.25,0.005291005291005291,0.005319148936170213,2.8143645164921925e-05
Debrecen,96,10-19,5,6,1,1.2,0.0033068783068783067,0.0031914893617021275,-0.0001153889451761792
Kecskemét,1,1-4,521,648,127,1.2437619961612285,0.9303571428571429,0.9296987087517934,-0.0006584341053494924
Kecskemét,1,5-9,27,34,7,1.2592592592592593,0.048214285714285716,0.04878048780487805,0.000566202090592334
Kecskemét,1,10-19,5,6,1,1.2,0.008928571428571428,0.00860832137733142,-0.0003202500512400081
Kecskemét,1,20-49,7,9,2,1.2857142857142858,0.0125,0.01291248206599713,0.0004124820659971301
Kecskemét,10,1-4,37,46,9,1.2432432432432432,0.7115384615384616,0.71875,0.007211538461538436
Kecskemét,10,5-9,10,12,2,1.2,0.19230769230769232,0.1875,-0.004807692307692318
